"Liberal Looney Toons: Global Warming Alarmist Comes Home With Artic Frost Bite: Gather.com they wont learn huh? lo... LINK","No",1
"Despite Climategate, LEFT investing heavily in global warming hysteria as new way 2 impose nat'l & international controls on human freedom.","NA",1
"Global warming you tube explanation you will enjoy #IPCC #teaparty LINK","NA",0.8485
"Immigration Reform and Climate Change: A Tale of Two Issues in the Senate LINK","Yes",0.7774
"Memo On The White House Correspondents Dinner: If You Want To Be Green, Report On Climate Change: I'd never be on... LINK","NA",1
"Views on Global Warming Vary in Three Countries|(Angus Reid Global Monitor) - People in three countries hold .. LINK","NA",1
"SCENARIOS-Challenges to California climate change law: Source: Reuters By Peter Henderson SAN FRANCISCO, April 26 ... LINK","NA",0.9309
"The Climate of Lindsay Graham's Support for Climate Change Legislation Has Changed: Today Lindsey Graham,... LINK","NA",0.9319
"Arizona's immigration law, climate change legislation stalling--Which issue should Congress focus on now? Poll: LINK","NA",0.9132
"Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unveile... LINK","NA",0.8845
"US Climate change bill stalls in Senate LINK","NA",0.8442
"Peoples World: GRAND RAPIDS, Mich. - Opponents of climate change legislation typically argue that regulating globa... LINK","Yes",0.6812
"cnnbrk: Sen. Graham's move imperils Dems' push for immigration, climate change bills. LINK","NA",0.8253
"Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. LINK","NA",0.8264
"Check this video out -- The Business of Climate Change Conference 2009 LINK","Yes",1
"Brilliant Tips For Valentine's Day : A Screaming �O�: ... Climate Change, clinical trials collagen, clinique, clip... LINK","NA",1
"USA: Climate Change Policy Update - April 12, 2010  LINK","NA",0.9431
"-- Press Releases April 2010 - Climate change negotiators agree on intensified .. LINK","NA",0.8557
"@SooperMexican Global warming. Clearly.","Yes",0.6061
"PostPartisan - Harry Reid's hapless play on immigration and climate change: LINK","NA",1
"Foes of California's global warming law pour money into a campaign to delay it LINK","NA",0.5198
"Earth Day Live Chat with Carol Browner, Director of the Office of Energy and Climate Change Policy for the Obama Admin  LINK","NA",0.8899
"Klein: A '50-50' chance that the Senate passes a climate change bill this year? LINK","NA",1
"@andychrism Yes. I have heard at least one person make the connection between the volcano and global warming.","Yes",0.5978
"RT @redostoneage: NASAs changing Facts; Guess they thought you wouldnt notice #global warming #climate change #eco LINK","NA",0.3467
"A religious spin on climate change.LINK","NA",0.9514
"Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... LINK","Yes",0.7971
"Only a Third of Americans Believe Global Warming is Human-Caused: By Bob Ellis on April 26th, 2010 Good news! What... LINK","NA",0.7308
"Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of conscious actions t... LINK","NA",0.6439
"In climate data, that suggests global warming, and then the assumption that it is our doing. LINK","NA",0.5556
"Global Warming : Fiction or fact?: Deniers claim either that there is no global warming, or that it is not due to ... LINK","NA",0.8266
"RT @TheBCast: The B-Cast Interview: Minnesotans for Global Warming' Fight YouTube Takedowns LINK","NA",0.8191
"Opponents ramp up effort to delay Calif. global warming law LINK","NA",0.6852
"How many are aware of the World People's Conference On Climate Change and Earth Rights in Bolivia #EarthWeek #Indigenous #1stNations","NA",0.8017
"Sorry I won't be able to accept the invitation to be a panelist at Bolivia Climate Change Talks LINK","NA",0.911
"RT @GClugo: RT @guardianscience Climate scientist sues newspaper for 'poisoning' global warming debate LINK","NA",0.9019
"RT @ sharifkouddous Indigenous groups from across Bolivia arriving at World People's conference on climate change LINK","NA",0.7452
"Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... LINK","Yes",0.7774
"Great article  LINK","NA",1
"Cuccinelli files motion to force EPA to reopen global warming finding: Virginia Attorney General Ken Cuccinelli ha... LINK","NA",0.7723
"Don Blankenship: Mine Safety Regulators As Silly as Global Warming LINK","No",1
"Bring Back The Hair That You Once Had With Nanogen's Nanofibers ...: ... Climate Change, clinical trials collagen,... LINK","NA",1
"Street-corner Global-warming Counsel: Urgh, certain elements of this item in Sunday's Washington Post, �Five Myths... LINK","Yes",0.567
"A religious take on climate change LINK","NA",1
"Are you ready for the climate change? PLI is with Environmental Regulation & Commercial Implications 2010: How the... LINK","Yes",0.5971
"LIVE TONIGHT: Fellow Heather Rogers joins Climate Change Expert James Hansen to discuss REAL solutions to Climate... LINK","Yes",0.8221
"Plan B: California Braces for Climate Change. LINK","Yes",0.5121
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. LINK","Yes",0.7967
"@angiemartinez & it's about 2 be 86 degrees out here in NYC, shiiiiiitttt, fuck glodman/sachs, Obama better get a plan 4 this global warming","Yes",0.6122
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. LINK","Yes",0.7925
"Climate change & sustainability will be a key driver of future economic development. Listen at LINK","Yes",0.7874
"Frederic Hague at #PEN: climate change isn't just a alarm bell. It's a whole blinking discotech","Yes",0.5778
"US Generals say: Climate Change Threatens America's Security: The Pentagon has made it well known that it consider... LINK","Yes",1
"Even the generals know climate change is going to screw us. LINK","Yes",1
"Government Report Says Global Warming May Cause Cancer, Mental Illness LINK","Yes",0.6224
"RT @disturbedwater: Climate change increases heat waves, floods: EPA LINK","Yes",0.8157
"RT @sciencedaily: Plants remain an effective way of tackling global warming LINK","Yes",1
"So far in that class I have gotten into heated discussion with global climate change denier and w/ student that nothing is their fault.","Yes",1
"RT @Newsweek: Global Warming Kills Forests In Colorado LINK","Yes",1
"EPA Confirms Climate IS Changing: In another display of the sea change that has occurred at the US Environmental P... LINK","Yes",1
"Must See Places Before They Disappear! : Europe...[PICS]: If Global Warming Predictions prove to be true, the foll... LINK","Yes",0.7853
"RT @quixotecenter: Combating climate change: lessons from the world�s indigenous peoples LINK","Yes",0.8275
"@chrisdodd: I live in CT. Please support the climate bill and strong action on climate change!","Yes",1
"RT @nicnunes: RT @EPSclimate: Indigenous tradition used to fight climate change LINK","NA",0.5844
"RT @danlatorre: James Hansen/Heather Rogers, Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 LINK","Yes",0.7949
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists LINK","Yes",0.6021
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists LINK","NA",0.6135
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists LINK","Yes",0.5763
"Climate change melts two glaciers|BILLINGS, Mont. ? Glacier National Park has lost two more of its namesake .. LINK","Yes",1
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists LINK","Yes",0.8243
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists LINK","Yes",0.6065
"CLIMATE CHANGE: Forests Not for Absorbing Carbon LINK","Yes",1
"RT @danielsaudade: What beautiful fall weather this morning, New York! Thanks climate change! Bleh!","Yes",0.5857
"What beautiful fall weather this morning, New York! Thanks climate change! Bleh!","Yes",0.6105
"Climate Change Threatens Japan's Cherry Blossoms | Environment ...: If you aren't familiar with the culture, Japan... LINK","Yes",1
"Wed @sciam podcast: Mountain Vs. Valley Temps Stretch Apart With Climate Change LINK","Yes",1
"Mountain Vs. Valley Temps Stretch Apart With Climate Change LINK","Yes",0.8166
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists LINK","Yes",0.6329
"Global warming report urges governments to act|BRUSSELS, Belgium (AP) - The world faces increased hunger and .. LINK","Yes",1
"Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. LINK","Yes",1
"Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. LINK","Yes",1
"RT @Newsweek: Global Warming Kills Forests In Colorado LINK","Yes",1
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. LINK","Yes",0.6448
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. LINK","Yes",0.8133
"South Asian nations to fight climate change: Foreign ministers of eight South Asian nations met in this secluded H... LINK","Yes",0.5862
"Climate change increases heat waves, floods|WASHINGTON (Reuters) - Deaths from heat waves, property damage from .. LINK","Yes",1
"James Hansen & Heather Rogers - Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 @Demos_Org LINK","Yes",0.5699
"I LOVE FROG's LEAP!!!! Seriously. RT @grist: What climate change means for the wine industry (via @theclimatedesk) LINK","Yes",0.819
"Report: Save the Whales and They'll Save Us from Global Warming LINK","Yes",0.823
"RT @indiaenvportal: The contribution of organic agriculture to climate change mitigation LINK","NA",0.621
"Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show]:  Toward the end of Wor... LINK","Yes",1
"#EPA report documents very real impacts from #climate change in 22 of 24 indicators studied: LINK","Yes",1
"#Canadian #CEOs more keen on #green than global counterparts; preparing for impacts of climate change...LINK","Yes",0.7896
"RT @carbonmarket: Ask the G8 & G20 to support #biochar. Fight climate change & food shortage! Check this HuffPo post: LINK","Yes",0.617
"RT @christellar: Whale DooDoo could help fight #climate change? Sure! Why not!? LINK","Yes",0.7868
"Global warming science good news - Soils release less carbon than though as world warms: LINK","Yes",0.8236
"So it*s April 27th, Phoenix has 90ﾡ weather & it might snow in New York today.. Hmmmm.. Global warming MUCH !","Yes",0.7863
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. LINK","Yes",1
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. LINK","Yes",1
"West Mediterranean countries unite on climate change (AFP) LINK","NA",0.5986
"Cleaner Air Could Speed Global Warming|Hugh Pickens writes \Scientists estimate that the US Clean Air Act has cut .. LINK","Yes",0.7835
"3,000 Businesses Create New Ad for Climate Change Action LINK","NA",0.5995
"Person #1:Snow, then 65 degrees on the same day? Weather doesn't even surprise me anymore. Person #2:That's why global warming will win.","Yes",0.8121
"Just heard an interesting report on report on understanding climate change/climate variability influence on human evolution and dispersal","NA",0.8009
"RT @Newsweek: Global Warming Kills Forests In Colorado LINK","Yes",1
"RT @jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: LINK","Yes",1
"New blog post: Mandating energy benchmarking: The next step for cities in addressing #climate change? LINK","NA",0.7941
"RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!","Yes",0.774
"How much trouble does global warming mean for agriculture? Just ask the wine industry. LINK","Yes",1
"Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] LINK","Yes",1
"Climate Change: From Paris to the Alps, European Places in Peril (photos) LINK","Yes",1
"How Climate Change Will Change The Electoral Map: The National Oceanic and Atmospheric Administration isn't known ... LINK","NA",0.6395
"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...","Yes",0.8018
"RT @Newsweek: Global Warming Kills Forests In Colorado LINK","Yes",1
"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. LINK","Yes",1
"Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change LINK","Yes",1
"How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on Climate Change in Califor... LINK","Yes",1
"RT @uncajoe: uncajoe: PLZ RT & #Digg Climate Of Hate: The Politics Of Climate Change Denial: As H... LINK","NA",0.6348
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. LINK","Yes",1
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. LINK","Yes",1
"Good going douche. I'm sure there is no climate change in your backass world - Graham move imperils Obama agenda - LINK","Yes",0.8017
"Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. LINK","Yes",1
"Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. LINK","Yes",1
"Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... LINK","Yes",0.8149
"RT @indiaenvportal: Make IT green: cloud computing and its contribution to climate change  LINK","Yes",0.6484
"RT @HeidiAmes: Climate change favors invasive species over indigenous ones. 30% of plants Thoreau saw are now extinct. LINK","Yes",1
"scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: LINK","Yes",1
"RT @thompsonPLC @boliviaun Pres Evo Morales in @LATimes climate change:lessons from indigenous peoples LINK","NA",0.6088
"RT @Newsweek: Global Warming Kills Forests In Colorado LINK","Yes",1
"MediaGlobal report on special Tipping Point Earth Day event: Science and art mobilize to fight climate change LINK","Yes",0.7884
"a review of yesterday's discussions: LINK","NA",0.7913
"Global Warming Kills Forests In Colorado LINK","Yes",1
"Combating climate change: lessons from the world's indigenous peoples: When I arrived at the United Nations climat... LINK","Yes",0.599
"Africa: Meteorology Services Gear Up for Climate Change: On the continent most vulnerable to climate c... LINK","Yes",0.8814
"GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... LINK","NA",0.5868
"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. LINK","Yes",1
"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. LINK","Yes",0.776
"Now on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings LINK","Yes",1
"Official NASA Report: Sun Causes Climate Change:  LINK","Yes",1
"RT @TreeHugger RT @huffpostgreen well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' LINK","Yes",0.6584
"RT @sciam: Impacts of Climate Change Extend to Human Health LINK","Yes",1
"Impacts of Climate Change Extend to Human Health LINK","Yes",1
"The good news about the very bad news (about climate change) by Rebecca Solnit LINK","NA",0.611
"Alpha Phi Alpha Takes on Climate Change and Energy Efficiency - LINK","Yes",0.8256
"GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... LINK","NA",0.5693
"Natural variability does not explain global warming, climate scientists tell popular TV meteorologist LINK","Yes",0.634
"Rebecca Solnit: 350 Degrees of Inseparability: The Good News About the Very Bad News (About Climate Change) LINK","Yes",0.6458
"Watch video: Climate change threatens sacred Tibetan mountain, including land known as Shangri-La LINK","Yes",1
"African Meteorology Services Gear Up for Climate Change. (america.gov) #IRI LINK","Yes",0.5944
"Economists Say Climate Change Is Bad For Economy LINK","Yes",0.7866
"Economists Say Climate Change Is Bad For Economy LINK","Yes",0.646
"Report: Allergy Season to Get Worse with Climate Change (Time.com) LINK","Yes",0.817
"Don�t Kill Bill � Save the Climate Change Accountability Act! LINK","Yes",1
"RT @Oxfam #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable LINK","Yes",0.5976
"Denis Hayes, founder of Earth Day, compares global climate change to Irish Famine (IrishCentral) News Weather Politics LINK","Yes",0.6359
"RT @Oxfam: #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable LINK","Yes",1
"ITS #EARTHDAY!!! Be aware of what you consume, waste, & how you treat this place. we only have 1 & as we can see global warming is in effect","Yes",1
"Earth Day: Ben Verwaayen on what we're doing to curb climate change LINK","Yes",0.8136
"HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report LINK","Yes",1
"HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report LINK","Yes",0.8078
"HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report LINK","Yes",0.8221
"HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report LINK","Yes",1
"GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... LINK","NA",0.7778
"10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... LINK","Yes",0.6015
"Climate change could raise cost of U.S. allergies (Reuters) LINK","Yes",0.5851
"Treating Climate Change as a Curable Disease: Bioethicists and international law experts met in Asilomar later las... LINK","Yes",0.596
"Treating Climate Change as a Curable Disease: Bioethicists and international law experts met in Asilomar later las... LINK","NA",0.653
"well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' LINK","Yes",1
"Military leads fight against climate change LINK","Yes",0.8037
"Military leads fight against climate change: The U.S. military, the government's largest fuel buyer, is leading th... LINK","Yes",0.8201
"10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... LINK","Yes",0.5685
"Swedish expert says CO2 is not the main cause of global warming|Swedish climate expert Dr. Fred Goldberg has said .. LINK","Yes",0.6099
"Fighting poverty and global warming in Africa LINK","Yes",1
"RT @greenforyou: Treating Climate Change as a Curable Disease | Wired Science | Wired.com #green LINK","Yes",0.5973
"LINK","NA",1
"Thursday on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings LINK","Yes",1
"UN � Only Global Cooperation Can Prevent Runaway Climate Change, Secretary �: The United Nations seeks dialogue, i... LINK","Yes",1
"Carbon offsets: How a Vatican forest failed to reduce global warming LINK","Yes",1
"Carbon offsets: How a Vatican forest failed to reduce global warming LINK","Yes",1
"rt @democracy_now Most Important Event in Struggle Against Climate Change - Nigerian Environmentalist Nnimmo Bassey LINK","Yes",1
"Military leads fight against climate change: Pew LINK","Yes",1
"Report identifies 11 diseases & health issues affctd by climate change. Once u inclde mental health evrything's @ stake LINK","Yes",0.7808
"For Earth Day: Resources on coping with climate change: LINK","Yes",1
"Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle LINK","Yes",1
"Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle LINK","Yes",1
"Fedele Bauccio: Combating Climate Change One Meal at a Time: This week, Americans will celebrate the 40th anniver... LINK","NA",0.5729
"RT @egeemnz @mrdannyglover i support world people's conf on climate change in cochabamba,bolivia.watch live LINK","Yes",0.8046
"Barrett: better to have lots of small protocols on climate change than pushing for one comprehensive one","Yes",1
"Topography of mountains could complicate rates of global warming LINK","Yes",1
"RT @mrdannyglover i support the world people's conference on climate change in cochabamba, bolivia. watch live now at LINK","Yes",0.6141
"Many global issues require universal co-operation to address e.g. smallpox, ozone layer, climate change","Yes",0.5849
"RT @hereisawayjose Bolivia President on Global Warming LINK","NA",0.5891
"RT @indiawater: Boiling Point: Containing the spill over of climate change in the Indian subcontinent - A� LINK","Yes",0.5362
"No link now between Eyjafjallajﾚkull and climate change, but a warming world could trigger earthquakes, landslides... LINK","Yes",0.6195
"URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change LINK","Yes",0.8168
"URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change LINK","Yes",0.8033
"URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change LINK","Yes",0.8133
"Carbon offsets: How a Vatican forest failed to reduce global warming LINK","Yes",1
"Carbon offsets: How a Vatican forest failed to reduce global warming LINK","Yes",0.7937
"Ethiopia: Climate Change Increasing Poverty And Vulnerability LINK","Yes",1
"Ethiopia: Climate Change Increasing Poverty And Vulnerability: Small-scale farmers and pastoralists i... LINK","Yes",1
"RT @democracy_now: The Most Important Event in the Struggle Against Climate Change - Nigerian Environmentalist Nnimmo Bassey on � LINK","Yes",0.8272
"The Most Important Event in the Struggle Against Climate Change - Nigerian Environmentalist Nnimmo Bassey on � LINK","Yes",0.8148
"RT @sejorg: RT @JaymiHeimbuch: Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle LINK","Yes",1
"RT @energysection: Backgrounder: China's major policies to tackle climate change since year 2000.. LINK","Yes",0.5833
"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. LINK","Yes",0.8026
"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. LINK","Yes",0.8125
"Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. LINK","Yes",1
"Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. LINK","Yes",1
"Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. LINK","Yes",1
"Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. LINK","Yes",1
"Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. LINK","Yes",0.6167
"Climate Change: Could NYC Get Katrina-Like Flood in a Warmer, Wetter Future? - Sea Level Rise of 2 Feet in 70yrs LINK","Yes",0.7732
"Climate Change: Geologists Drill Into Antarctica & Find Troubling Signs 4 Ice Sheets' Future �  Melt Could Come FAST LINK","Yes",1
"Either Capitalism dies or Mother Earth does Evo Morales Claims in the People's World Conference on Climate Change LINK","Yes",0.8205
"RT @rubberstamprosk: RT @MotherJones: Yet another gift from global warming: increased allergy attacks LINK","Yes",1
"Africa: Time Bomb Awaiting Africa: THERE is no doubt that climate change as an environmental issue ha... LINK","Yes",1
"Buying carbon offsets may ease eco-guilt but not global warming: LINK","Yes",0.6772
"RT @Qorianka: All Eyes on #Cochabamba Those alrdy suffering from global warming 'll havechancetospeakout LINK","Yes",1
"RT @EcoSteward: This #EcoMonday, @InvasiveNotes discussion of climate change and invasive species recommended: LINK","NA",0.5844
"Migratory Birds' New Climate Change Strategy: Stay Home LINK","Yes",0.7887
"On ocean floor populations of organisms despite little oxygen. global warming cause oxygen depletion&reduce biodiversityLINK","Yes",1
"Join us for a discussion on Earth Day 4/22: Climate Change & Food Security - Irreversible Destiny? LINK","Yes",0.7789
"RT @NWF: New York City's new waterfront plan will take climate change into consideration: LINK","NA",0.5363
"Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change LINK","Yes",0.605
"Seasonal Allergies Getting Worse From Climate Change LINK","Yes",1
"Just because I believe in global warming, peeps thinks I should believe in god instead. Why??","Yes",1
"Seasonal Allergies Getting Worse From Climate Change LINK","Yes",0.6652
"Seasonal Allergies Getting Worse From Climate Change LINK","Yes",1
"@Zener39 I advise everyone who thinks global warming is dead to buy oceanfront property and live there.  See ya!","Yes",1
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions LINK","Yes",1
"Mary Ellen Harte and John Harte: Addressing Climate Change: Winning the War on Sustainability: At its heart, clim... LINK","Yes",0.7923
"RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... LINK","Yes",0.6131
"Increasingly, corporations are concluding climate change is real. Betting on Climate Change | Wired.com LINK","Yes",0.5843
"Right on! Richard Branson's #EarthDay message 2 biz Get ur house in order.Fight global warming!#green #eco LINK","Yes",0.7916
"[#Meat-Wise]  Cynthia Bateman on Meat-Wise Monday: How Animal Agriculture Makes Global Warming Worse LINK","Yes",1
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions LINK","Yes",0.6037
"STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... LINK","Yes",0.6063
"Global warming, melting ice caps could trigger more volcanic eruptions: LINK","Yes",1
"@LilFerret hey! We came up with all kinds of ideas for fixing global warming! Loved my Environmentalism class. *sighs*","Yes",1
"An Overview of the Green Car Revolution | Going Green: The increasing awareness about the threat of global warming... LINK","Yes",1
"Southern Africa: Competing for Limpopo Water: Climate change will bring higher temperatures to Southe... LINK","Yes",0.8113
"2nd eruption of Hekla in Iceland. Let's call 2010, the year the Earth struck back. This is for global warming and THIS is for oil spills!","Yes",1
"RT @Newsweek: Climate Change: Places To See Before They Disappear�The Americas (Photos) LINK","Yes",1
"RT @EpiscopalRelief: Bishop Lane, #Episcopal Dio of #Maine: Climate change most important issue of our time - #Bangor Daily Nws LINK","Yes",0.8036
"RT @TreeHugger: In case you were wondering: What Impact Will The Volcano In Iceland Have On Climate Change? LINK","NA",0.5928
"Cool it, global warming is bad enough without you heating things up.|In the interest of honest discussion, can we .. LINK","Yes",1
